No.,Date,Time,Header,Data,Unit,,,,,
155,2024/7/24,15:17:54,US,12.097,g,,,,,
156,2024/7/24,15:17:55,ST,12.103,g,,,,,
157,2024/7/24,15:17:56,US,12.093,g,,,,,
158,2024/7/24,15:17:57,US,12.063,g,,,,,
159,2024/7/24,15:17:58,US,12.061,g,,,,,
160,2024/7/24,15:17:59,US,12.067,g,,,,,
161,2024/7/24,15:18:00,US,12.076,g,,,,,
162,2024/7/24,15:18:01,US,5.456,g,,,,,
163,2024/7/24,15:18:02,US,-118.137,g,,,,,
164,2024/7/24,15:18:03,US,-118.168,g,,,,,
165,2024/7/24,15:18:04,US,-118.176,g,,,,,
166,2024/7/24,15:18:05,US,-118.128,g,,,,,
167,2024/7/24,15:18:06,US,-118.123,g,,,,,
168,2024/7/24,15:18:07,US,-118.128,g,,,,,
169,2024/7/24,15:18:08,ST,-118.127,g,,,,,
170,2024/7/24,15:18:09,US,-118.142,g,,,,,
171,2024/7/24,15:18:10,US,-118.135,g,,,,,
Axis,4,0,180,0,30,0,30,3,2,0
Date,2024/7/24 15:18,,,,,,,,,
Memo,Remarks:          ,,,,,,,,,
